0000001,2021-01-10,0102655453,0100100590,Mua sợi cotton nguyên liệu,30962000000,3096200000,mua_vao,0,0
0000001,2021-06-10,0102264812,0100100590,Mua sợi cotton nguyên liệu,8299000000,829900000,mua_vao,0,1
0000001,2021-07-10,0101380936,0100100590,Mua sợi polyester tổng hợp,17521000000,1752100000,mua_vao,0,2
0000001,2021-09-10,0100105503,0100100590,Mua bao bì đóng gói sản phẩm,15610000000,1561000000,mua_vao,0,3
0000001,2021-01-15,0102625829,0100100590,Mua phụ tùng máy dệt thay thế,34541000000,3454100000,mua_vao,0,4
0000001,2021-02-15,0101435247,0100100590,Mua hóa chất nhuộm và xử lý vải,32336000000,3233600000,mua_vao,0,5
0000001,2021-03-15,0103240765,0100100590,Mua sợi cotton nguyên liệu,40284000000,4028400000,mua_vao,0,6
0000001,2021-05-15,0102331787,0100100590,"Mua phụ liệu may (chỉ, khóa, cúc)",10584000000,1058400000,mua_vao,0,7
0000001,2021-05-15,0102311149,0100100590,Dịch vụ xử lý nước thải công nghiệp,22939000000,2293900000,mua_vao,0,8
0000001,2021-08-15,0100680623,0100100590,Dịch vụ gia công nhuộm vải,8476000000,847600000,mua_vao,0,9
0000001,2021-09-15,0100107518,0100100590,Mua nước phục vụ sản xuất,15441000000,772050000,mua_vao,0,10
0000001,2021-10-15,0101225306,0100100590,Mua hóa chất vệ sinh công nghiệp,26017000000,2601700000,mua_vao,0,11
0000001,2021-11-15,0102712091,0100100590,Mua sợi cotton nguyên liệu,8356000000,835600000,mua_vao,0,12
0000001,2021-11-15,0103711478,0100100590,Chi phí vận chuyển hàng hóa nội địa,14711000000,1471100000,mua_vao,0,13
0000001,2021-12-15,0100113494,0100100590,"Mua nhãn mác, tem sản phẩm",31347000000,3134700000,mua_vao,0,14
0000002,2021-12-15,0103240765,0100100590,Dịch vụ gia công nhuộm vải,27477000000,2747700000,mua_vao,0,15
0000002,2021-12-15,0101435247,0100100590,Mua vải dệt kim,15508000000,1550800000,mua_vao,0,16
0000001,2021-01-20,0101056111,0100100590,Mua bao bì đóng gói sản phẩm,29111000000,2911100000,mua_vao,0,17
0000003,2021-02-20,0101435247,0100100590,Mua sợi polyester tổng hợp,37232000000,3723200000,mua_vao,0,18
0000001,2021-03-20,0101601092,0100100590,Mua hóa chất nhuộm và xử lý vải,7617000000,761700000,mua_vao,0,19
0000001,2021-04-20,0101382443,0100100590,Mua hóa chất nhuộm và xử lý vải,37099000000,3709900000,mua_vao,0,20
0000002,2021-04-20,0100107518,0100100590,Mua nước phục vụ sản xuất,33127000000,1656350000,mua_vao,0,21
0000001,2021-04-20,0103769372,0100100590,Mua hóa chất vệ sinh công nghiệp,19927000000,1992700000,mua_vao,0,22
0000001,2021-06-20,0100113945,0100100590,Mua vải dệt kim,13112000000,1311200000,mua_vao,0,23
0000002,2021-10-20,0101056111,0100100590,Dịch vụ gia công nhuộm vải,42683000000,4268300000,mua_vao,0,24
0000001,2021-10-20,0100151683,0100100590,Mua vải dệt thoi thành phẩm,19792000000,1979200000,mua_vao,0,25
0000003,2021-11-20,0100107518,0100100590,Mua điện năng phục vụ sản xuất,10798000000,0,mua_vao,0,26
0000001,2021-12-20,0101454070,0100100590,Mua hóa chất vệ sinh công nghiệp,10944000000,1094400000,mua_vao,0,27
0000001,2021-01-25,0101858281,0100100590,Mua vải dệt kim,38636000000,3863600000,mua_vao,0,28
0000002,2021-02-25,0101382443,0100100590,Mua bao bì đóng gói sản phẩm,29645000000,2964500000,mua_vao,0,29
0000002,2021-02-25,0102331787,0100100590,Mua bao bì đóng gói sản phẩm,37147000000,3714700000,mua_vao,0,30
0000002,2021-06-25,0102655453,0100100590,Mua sợi polyester tổng hợp,34292000000,3429200000,mua_vao,0,31
0000002,2021-07-25,0100113945,0100100590,Dịch vụ logistics xuất khẩu,27155000000,2715500000,mua_vao,0,32
0000002,2021-07-25,0100151683,0100100590,Dịch vụ gia công nhuộm vải,43269000000,4326900000,mua_vao,0,33
0000003,2021-09-25,0100113945,0100100590,Mua phụ tùng máy dệt thay thế,21339000000,2133900000,mua_vao,0,34
0000001,2021-09-25,0100373485,0100100590,Dịch vụ gia công nhuộm vải,27738000000,2773800000,mua_vao,0,35
0000002,2021-11-25,0103711478,0100100590,Mua sợi cotton nguyên liệu,37969000000,3796900000,mua_vao,0,36
0000001,2021-01-28,0101437981,0100100590,"Mua phụ liệu may (chỉ, khóa, cúc)",30190000000,3019000000,mua_vao,0,37
0000001,2021-02-28,0104141407,0100100590,Mua sợi cotton nguyên liệu,39160000000,3916000000,mua_vao,0,38
0000002,2021-03-28,0102311149,0100100590,Mua điện năng phục vụ sản xuất,28672000000,0,mua_vao,0,39
0000002,2021-03-28,0100105503,0100100590,Dịch vụ kiểm định chất lượng vải,33364000000,3336400000,mua_vao,0,40
0000001,2021-07-28,0101770848,0100100590,"Dịch vụ bảo trì, sửa chữa máy dệt",9067000000,906700000,mua_vao,0,41
0000001,2021-08-28,0100101403,0100100590,Mua vải dệt kim,15783000000,1578300000,mua_vao,0,42
0000003,2021-10-28,0100151683,0100100590,Mua sợi cotton nguyên liệu,18051000000,1805100000,mua_vao,0,43
0000001,2021-04-30,0101329672,0100100590,Dịch vụ kiểm định chất lượng vải,10320000000,1032000000,mua_vao,0,44
0000002,2021-06-30,0101858281,0100100590,Mua điện năng phục vụ sản xuất,15963000000,0,mua_vao,0,45
0000002,2021-05-31,0101770848,0100100590,Mua sợi cotton nguyên liệu,11102000000,1110200000,mua_vao,0,46
0000001,2021-05-31,0100114441,0100100590,Mua thuốc tẩy và chất hoàn tất vải,17630000000,1763000000,mua_vao,0,47
0000002,2021-08-31,0100373485,0100100590,Mua sợi cotton nguyên liệu,30824000000,3082400000,mua_vao,0,48
0000002,2021-08-31,0101454070,0100100590,Dịch vụ logistics xuất khẩu,20833000000,2083300000,mua_vao,0,49
0000001,2021-01-10,0100100590,0102655453,Bán sản phẩm dệt may nội địa,54058000000,5405800000,ban_ra,0,50
0000002,2021-01-10,0100100590,0101382443,Bán vải dệt thoi thành phẩm,21695000000,2169500000,ban_ra,0,51
0000003,2021-02-10,0100100590,0101329672,Bán vải dệt thoi thành phẩm,52019000000,5201900000,ban_ra,0,52
0000004,2021-03-10,0100100590,0100151683,Bán sản phẩm may gia công theo đơn hàng,44624000000,4462400000,ban_ra,0,53
0000005,2021-04-10,0100100590,0103711478,Bán vải dệt kim thành phẩm,17826000000,1782600000,ban_ra,0,54
0000006,2021-05-10,0100100590,0100373485,Bán vải dệt thoi thành phẩm,62033000000,6203300000,ban_ra,0,55
0000007,2021-06-10,0100100590,0101377820,Bán hàng dệt may đặt hàng theo hợp đồng,14992000000,1499200000,ban_ra,0,56
0000008,2021-07-10,0100100590,0102331787,Bán vải dệt kim thành phẩm,38014000000,3801400000,ban_ra,0,57
0000009,2021-08-10,0100100590,0101452549,Bán vải dệt thoi thành phẩm,26699000000,2669900000,ban_ra,0,58
0000010,2021-09-10,0100100590,0100598859,Bán hàng dệt may xuất khẩu,55142000000,0,ban_ra,0,59
0000011,2021-10-10,0100100590,0101225306,Bán sản phẩm dệt may nội địa,29841000000,2984100000,ban_ra,0,60
0000012,2021-11-10,0100100590,0102712091,Bán vải dệt thoi thành phẩm,41386000000,4138600000,ban_ra,0,61
0000013,2021-12-10,0100100590,0100113494,Bán vải thun cotton thành phẩm,33183000000,3318300000,ban_ra,0,62
